"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SE.SEC.CUAT.UP.ZS","Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)","The percentage of population ages 25 and over that attained or completed upper secondary education.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO).",
"SE.SEC.CUAT.UP.MA.ZS","Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, varones (%) (acumulativo)","The percentage of population ages 25 and over that attained or completed upper secondary education.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO).",
"SE.SEC.CUAT.UP.FE.ZS","Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, mujeres (%) (acumulativo)","The percentage of population ages 25 and over that attained or completed upper secondary education.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO).",
"SE.SEC.CUAT.PO.ZS","Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)","The percentage of population ages 25 and over that attained or completed post-secondary non-tertiary education.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO).",
"SE.SEC.CUAT.PO.MA.ZS","Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, varones (%) (acumulativo)","The percentage of population ages 25 and over that attained or completed post-secondary non-tertiary education.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO).",
"SE.SEC.CUAT.PO.FE.ZS","Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, mujeres (%) (acumulativo)","The percentage of population ages 25 and over that attained or completed post-secondary non-tertiary education.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO).",
"SE.SEC.CUAT.LO.ZS","Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)","The percentage of population ages 25 and over that attained or completed lower secondary education.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO).",
"SE.SEC.CUAT.LO.MA.ZS","Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, varones (%) (acumulativo)","The percentage of population ages 25 and over that attained or completed lower secondary education.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO).",
"SE.SEC.CUAT.LO.FE.ZS","Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, mujeres (%) (acumulativo)","The percentage of population ages 25 and over that attained or completed lower secondary education.","United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics.",
"SE.SEC.CMPT.LO.ZS","Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)","Lower secondary education completion rate is measured as the gross intake ratio to the last grade of lower secondary education (general and pre-vocational). It is calculated as the number of new entrants in the last grade of lower secondary education, regardless of age, divided by the population at the entrance age for the last grade of lower secondary education.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (Unesco).",
"SE.SEC.CMPT.LO.MA.ZS","Tasa de finalización del ciclo inferior de la educación secundaria, varones (% del grupo etario pertinente)","Lower secondary education completion rate is measured as the gross intake ratio to the last grade of lower secondary education (general and pre-vocational). It is calculated as the number of new entrants in the last grade of lower secondary education, regardless of age, divided by the population at the entrance age for the last grade of lower secondary education.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (Unesco).",
"SE.SEC.CMPT.LO.FE.ZS","Tasa de finalización del ciclo inferior de la educación secundaria, mujeres (% del grupo etario pertinente)","Lower secondary education completion rate is measured as the gross intake ratio to the last grade of lower secondary education (general and pre-vocational). It is calculated as the number of new entrants in the last grade of lower secondary education, regardless of age, divided by the population at the entrance age for the last grade of lower secondary education.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (Unesco).",
"SE.SEC.AGES","Edad de ingreso a la escuela secundaria (años)","La edad de ingreso a la escuela secundaria es la edad en la que los estudiantes ingresan a la escuela secundaria, bajo el supuesto de que comenzaron en la edad oficial de ingreso al nivel inicial de educación, estudiaron a tiempo completo y progresaron a lo largo del sistema sin repetir o saltear grados.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO).",
"SE.PRM.UNER.ZS","Niños que no asisten a la escuela (% de niños y niñas en edad de asistir a la escuela primaria)","Children out of school are the percentage of primary-school-age children who are not enrolled in primary or secondary school. Children in the official primary age group that are in preprimary education should be considered out of school.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO).",
"SE.PRM.UNER.MA.ZS","Niños que no asisten a la escuela, varones (% de niños en edad de asistir a la escuela primaria)","Children out of school are the percentage of primary-school-age children who are not enrolled in primary or secondary school. Children in the official primary age group that are in preprimary education should be considered out of school.","United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics.",
"SE.PRM.UNER.MA","Niños que no asisten a la escuela, nivel primario, varones","Niños no escolarizados en edad oficial de cursar educación primaria. Corresponde al número total de niños en edad oficial de cursar educación primaria que no están matriculados en primaria ni en secundaria.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO).",
"SE.PRM.UNER.FE.ZS","Niños que no asisten a la escuela, mujeres (% de niñas en edad de asistir a la escuela primaria)","Children out of school are the percentage of primary-school-age children who are not enrolled in primary or secondary school. Children in the official primary age group that are in preprimary education should be considered out of school.","United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics.",
"SE.PRM.UNER.FE","Niños que no asisten a la escuela, nivel primario, mujeres","Niñas no escolarizadas en edad oficial de cursar educación primaria. Corresponde al número total de niñas en edad oficial de cursar educación primaria que no están matriculadas en primaria ni en secundaria.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO).",
"SE.PRM.UNER","Niños que no asisten a la escuela, nivel primario","Niños y niñas no escolarizados en edad oficial de cursar educación primaria, total. Corresponde al número total de niños y niñas en edad oficial de cursar educación primaria que no están matriculados en primaria ni en secundaria.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO).",
